AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
8,Yes,"- Active","668 X 617",,None,No,None,Hernando,,,,,,,,"From Inverness go hwy 41 N to Hwy 200 N. to RT on E. Stokes Ferry Rd. to LF on River Rd. to property on RT.",Yes,Yes,,,Yes,,No,,"Mobile Home,Single Family Residential",,"A PORTION OF THE W1/2 OF E1/2 OF SE1/4 OF SEC 30, BEING MORE PARTICULARLY DESCR AS FOLLOWS, BEGIN AT THE NW COR OF S1/2 OF N1/2 OF NW1/4 OF NE1/4 OF S",No,275508603728,27550860,2013-04-22,3728,,11,2755,086,702448,0,Active,"Excl. Right to Sell",56000,"Acreage,Flat,Rectangle","668 X 617",,2013-04-22T14:02:52,,Yes,"- Active",None,No,1706041,3,2013-04-22T14:02:52,,34442,,"Vacant Land","If you want to get away from it all this land is for you. Beautiful peaceful area close to the river for fishing and boating.  If you want more than Five Acres no problem you can purchase the adjoining lots up to 16 Acres.",,,,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-04-22,E," RIVER RD.",5650,"Not in Subdivision",765.17,,,,,2012,Cash,No,,,Yes,No,,No,,
.34,Yes,"- Active","150 x 100",,"Cable TV,Public Water,Telephone",No,None,Yankeetown,,,,,,2013-05-29,,"North on Hwy 19 to left on Hwy 40 to Yankeetown, Left on Riverside Drive see sign on Right.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"SEC: 05,  TWP: 17,  RNG: 16,  05-17-16 YANKEETOWN BLK 17 LOTS 22 & 23 OR BOOK 1147 PAGE 759",No,275526831685,27552683,2012-06-27,1685,,25,2755,268,356231,3,Active,"Excl. Right to Sell",54900,Rectangle,"150 x 100",,2013-06-05T20:19:44,,Yes,"- Active",None,No,080440,5,2013-06-05T20:19:44,"At Close",34498,,"Vacant Land","Great DOUBLE lot total of .34 of an acre. Located on desirable Riverside Dr. in historic Yankeetown, FL.  Owner has been told this is one of the highest points in Yankeetown.  Buyer would need to have a elevation certificate to verify this.",,"No Restrictions",,Paved,"Sewer - Septic Private,Water - Public",No,"Call List Office,Go There","DSL,Flood Insurance,High Speed Internet",FL,2013-01-03,,"Riverside Drive",0,,892,,16,05,17,2012,Cash,Yes,,,Yes,Yes,,No,,
16,Yes,"- Active",,,"Cable TV,Electric-Progress Energy,Telephone",,None,"Crystal River",,,,,,2013-05-13,,"North on Hwy 19, property on R just before Cornflower",No,Yes,,,Unverified,,No,No,"Commercial,Single Family Residential",,"PCL G-1 DESC ON PLAT OF UNNAMED MINOR SUB IN OR BK 1052 PG 70, RE-RECORDED IN OR BK 1060 PG 1360: BEG AT THE NE COR OF THE SE1/4 OF NE1/4 14-17-16, TH",No,275526831685,27552683,2013-05-14,1685,,12,2755,268,702830,3,Active,"Excl. Right to Sell",395000,"Acreage,Irregular,Wooded",,"Crystal River",2013-05-13T14:02:50,,Yes,"- Active",None,No,2650842,2,2013-05-09T14:53:56,"At Close",34428,,"Vacant Land","Owner is willing to separate front commercial part (9.31 acres) from back residential part (7.2 acres). Residential part of property dead ends off of Flaxen Drive in Crystal Manor.",,,,Paved,"Sewer - Septic Private,Water - Private Well",No,"Call List Agent,Go There",,FL,2013-05-13,N,"Suncoast Blvd",9651,,3471.06,,16,14,17,2009,"Cash,Conventional",No,,,No,No,,No,,
36,Yes,"- Active",36.00,0,"Cable TV,Public Water,Septic Sewer,Telephone",No,None,Inglis,"Bike Path,Near Shopping",E,,,,2013-05-29,,"From stop light at 40 and 19 heading north. turn R onto 40. Property on Right.",Yes,Yes,,None,Unverified,,No,,Commercial,,"Lengthy Legal: SEC: 02, TWP: 17, RNG: 16 LEG 0036.00 ACRES. Alt. Key 03028-007-00.",No,275526831685,27552683,2013-05-29,1685,,25,2755,268,703195,3,Active,"Excl. Right to Sell",175000,"Acreage,Irregular,Wooded",36.00,Yankeetown,2013-05-29T14:55:08,0,Yes,"- Active",None,No,03028,3,2013-05-29T14:55:08,"At Close",34449,,"Vacant Land","Commercial land priced less than $5000. per acre.  This is an awesome buy.",S,"No Restrictions",0,"Paved,State","Sewer - None,Sewer - Septic Private,Water - Needs Well",No,"Call List Agent,Go There,Vacant","Pets Allowed,Withlacooche Electric",FL,2013-05-29,,"Highway 40",0,Unrecorded,5894,,,,,2012,"Cash,Conventional",No,,,No,No,0,No,,
4.57,Yes,"- Active","4.57 acres",0,"Cable TV,Public Water,Septic Sewer,Telephone",,None,Inglis,"Bike Path,Near Shopping,Other See Remarks",E,,,,2013-05-29,,"Heading North from stoplight at 19 and 40, turn right. Property on Right.",Yes,Yes,,None,Unverified,,No,,Commercial,,"SEC: 02, TWP: 17, RNG: 16 LEG 0004.57 ACRES EAST 867.97 FT OF SW1/4 OF NW1/4 LYING SOUTH OF CR 40 OR BOOK 886 PAGE 438",No,275526831685,27552683,2013-05-29,1685,,25,2755,268,703198,3,Active,"Excl. Right to Sell",66000,"Irregular,Wooded","4.57 acres",Yankeetown,2013-05-29T14:44:45,0,Yes,"- Active",None,No,03028,2,2013-05-29T14:44:45,"At Close",34449,,"Vacant Land","4.57 acres of commercial property, located just east of the intersection of Hwy 19 and Hwy 40 in Inglis, Florida.  Approximately 7 miles from the proposed site of the Levy County Progress Energy Nuclear Plant.  Easy access to Dunnellon, Ocala, and Crystal River.",S,,,"Paved,State","Sewer - Septic Private,Water - Needs Well,Water - Public",No,"Call List Agent,Go There,Vacant","Pets Allowed",FL,2013-05-29,,"Highway 40",0,Unrecorded,1257,,16,02,17,2012,"Cash,Conventional",No,,,No,No,0,No,,
25.05,Yes,"- Active",Irregular,,"Cable TV,Telephone",No,None,Inglis,,,,,,2013-05-29,,"North on Highway 19 to Inglis, cross over 40 to property on right, across from Food Ranch.",Yes,Yes,,,Unverified,,No,No,Commercial,," SEC: 02,  TWP: 17,  RNG: 16,  02-17-16 0025.05 ACRES THE NORTH 1650 FT OF W1/2 OF NW1/4 LYING WEST OF CASON'S INGLIS ACRES UNIT 7 & NORTH OF SOUTH LI",No,275526831685,27552683,2013-05-29,1685,,25,2755,268,703199,3,Active,"Excl. Right to Sell",150000,"Acreage,Irregular,Wooded",Irregular,Yankeetown,2013-05-29T15:01:02,,Yes,"- Active",None,Yes,0302800,1,2013-05-29T14:54:17,"At Close",34449,,"Vacant Land","Awesome commercial and Multi family property, about 8 miles south of proposed Levy plant. Property fronting 19 is approximately 12 acres of C2, back half of property is approximately 13 acres  of multi family residential. Excellent location to put variety of businesses.",E,,879,Paved,"Water - Private Well",No,"Call List Agent,Go There",,FL,2013-05-29,,"Highway 19 North",41,,5114,,16,2,17,2012,Cash,No,,,No,No,0,No,,
.65,Yes,"- Active",286X104,,"Electric-Progress Energy,Telephone",No,Utility,Inglis,,,,,,2013-04-12,,"heading north on hwy 19, turn right on to Foss Grove Path, Property is on left.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"PCL 3: FOR POB COM AT NW COR, T H S AL W LN 755.12 FT, TH N 89 DEG 48M E 2543.06 FT TO POB, TH N 89 DEG 48M E 8.16 FT TO INT WITH N R/W LN OF CROSS FL",No,275526831685,27552683,2013-04-10,1685,,17,2755,268,702254,3,Active,"Excl. Right to Sell",85000,Rectangle,286X104,,2013-05-03T18:37:46,,Yes,"- Active",None,No,1001943,5,2013-04-12T18:11:46,"At Close",34429,,"Vacant Land","Best of both waters with these vacant lots. Build your home along the Withlacoochee River and enjoy the salt water as you explore the Gulf of Mexico. There are 2 separate lots available EACH are priced at $85,000. Both lots are approx .65 of an acre.  The taxes will be determined when parcel is sold and given an Alt key number.",,,104,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-05-03,,"Foss Grove Path",0,,0,,,,,2012,"Cash,Conventional",Yes,,,No,Yes,112,Yes,"Gulf Access,Riverfront",
16,Yes,"- Active",,,"Overhead,Public Water,Telephone",,None,"Floral City",,,,,,2013-04-23,,"41 SOUTH THROUGH FLORAL CITY TO PROPERTY ON LEFT JUST BEFORE STAGECOACH ROAD",Yes,Yes,,,Unverified,,No,No,"Multi-Residential,Single Family Residential,Other See Remarks",,"PT OF NW1/4 OF NW1/4 E OF US HWY 41 EXC N 900 FT DESC IN OR BK 792 PG 501",No,27550470348,27550470,2007-05-24,348,,05,2755,047,316527,0,Active,"Excl. Right to Sell",239900,"2+ Lots,Acreage",,Inverness,2013-05-27T12:40:53,,Yes,"- Active",Electric-SECO,No,1860717,11,2013-05-27T12:40:53,,34436,,"Vacant Land","16 acres backs to Rails to Trails * City water available * Survey on file * this property has many possibilities and a great opportunity.",E,"Other See Remarks",448,"County,Paved","Sewer - None,Water - Public",No,"Go There,Vacant,Other See Remarks","Horses Allowed,Survey",FL,2013-05-27,,"Florida Ave",8965,,1046.17,,20,22,20,2012,Conventional,No,,No,No,No,,No,,
2,Yes,"- Active","203  x  429",,"Cable TV,Electric-Progress Energy,Natural Gas,Overhead,Public Water,Sewer,Telephone",,None,Hernando,"Bike Path",,,,"Norvell Bryant Hwy",2013-03-26,,"44 West to right on Independence to left on US 41 to left on Hwy 486 to left on Skeeter just past Rails to Trails.  property fronting 486 & Skeeter",No,Yes,,,Unverified,,No,No,"Agri/Industrial,Commercial,Other See Remarks",,"metes and bounds - see Alt key # 3229908 County records",No,27550470348,27550470,2009-04-30,348,,08,2755,047,334059,0,Active,"Excl. Right to Sell",89900,"Corner Lot,Flat,Mixed Topography","203  x  429",,2013-03-26T14:32:30,,Yes,"- Active","Electric-Progress Energy,Public Water,Sewer",No,3229908,7,2011-12-08T12:08:34,"At Close",34442,,"Vacant Land","INDUSTRIAL ZONED PROPERTY ** FRONTAGE ON HIGHWAY 486 AND SIDE STREED ACCESS TOO!!COUNTY WATER AND SEWER **  NATURAL DRAINAGE LOWAREA ON SOUTH SIDE OF PROPERTY 143' ON NORVEL BRYANT HIGHWAY FOR GREAT EXPOSURE AND VISIBLITY AND 477 ' ALONG SKEETER TERRACE.OWNER WILL FINANCE WITH 30% DOWN 7% INTEREST * YEARS NEGOTIABLE.  GREAT OPPORTUNITY.",S,"Other See Remarks",,"County,Paved","Sewer - Public,Water - Public",No,"Go There,Vacant","Brighthouse Cable,Survey",FL,2013-03-26,N,"Skeeter Ter.",2373,,731.29,,19,26,18,2012,"Cash,Conventional,Owner Finance",No,,,No,No,,No,"Other See Remarks",
.5,Yes,"- Active","164 X  120",,"Cable TV,Septic Sewer,Telephone,Well",,None,Hernando,,,,,,2013-03-26,,"44 West to right on Croft. Left on 486, left on McGee, left on Fletcher and left on Blue Max. Lot is just before last house on right.",No,Yes,,,Unverified,,No,No,"Mobile Home,Single Family Residential",,"HERCALA ACRES UNIT 2 152-6:S1/2 OF N1/2 OF E1/2 LOT 152 (SEE LEGAL)",No,27550470348,27550470,2011-10-22,348,,08,2755,047,351848,0,Active,"Excl. Right to Sell",6500,Cul-de-Sac,"164 X  120",,2013-03-26T14:33:17,,Yes,"- Active",None,No,2597194,1,2012-08-27T13:12:23,"30 Days",34453,,"Vacant Land","BEAUTIFUL BUILDING LOT FOR HOMES OR MOBILE HOMESNICE HOMES IN AREA * 1/2 ACRE HIGH AND DRYDEAD END STREET FOR LIMITED TRAFFIC * NICE TREESLOCATED IN THE CENTRAL PART OF CITRUS COUNTY FOR EASY ACCESS THROUGHOUT THE COUNTY.NICE TREES **",,,,"County,Unpaved","Sewer - None,Water - Needs Well",No,"Go There,Vacant","Brighthouse Cable",FL,2013-03-26,N,"Blue Max Point",2107,"Hercala Acres",123.07,,19e,28,18s,2012,"Cash,Conventional",No,,,No,No,,No,,
.37,Yes,"- Active",100x165,,"Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone",No,None,Inverness,,,,,Dampier,2013-02-18,,"From Apopka & Main Street, downtown Inverness, go west one block to Pine Ave, left to 215 N. Pine Avenue",Yes,Yes,,,Unverified,,No,No,Commercial,,"TOWN OF INVERNESS PB 1 PG 36 LOT 10 BLK 119",No,27550470348,27550470,2012-05-24,348,,07,2755,047,355873,0,Active,"Excl. Right to Sell",59900,Rectangle,100x165,Lecanto,2013-04-26T19:34:27,,Yes,"- Active","Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone",No,1757045,7,2013-04-26T19:34:27,"At Close",34450,,"Vacant Land","CITY OF INVERNESS **REDUCED !!!! WHAT A DEAL !!!GNC Great opportunity to build your business ** City water and sewer.  Only blocks from the historic business district of Old Inverness. Easy access to courthouse, Rails to Trails.  Public parking lot across the street.",,,,"County,Paved","Sewer - Public,Water - Public",No,"Go There","Brighthouse Cable,Progress Energy",FL,2013-04-26,N,"Pine Avenue",215,"Town of Inverness",1274.32,,20E,17,19S,2012,"Cash,Conventional",No,,No,No,Yes,,No,,
.33,Yes,"- Active","121 x 120",0,"Electric-SECO,Public Water,Sewer",No,"Other See Remarks",Inverness,,,,,"S. Friar Point",2013-02-18,,"From Inverness go east on Hwy 44, left on Gospel Island road, right on S. Friar Pt., first right on E. Village Green, turn right to stay on E. Village Green.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"VILLAGE GREEN UNIT 1 PB 8 PG 80 LOT 16",No,27550470348,27550470,2012-09-25,348,,02,2755,047,357846,0,Active,"Excl. Right to Sell",6900,"Irregular,Water Access,Waterfront","121 x 120",Inverness,2013-04-16T20:49:34,0,Yes,"- Active","Other See Remarks",No,1721946,9,2013-04-16T20:49:34,"At Close",34450,,"Vacant Land","Quiet neighborhood and only minutes to the Rails To Trails, multiple boat ramps, Tsala Apopka Chain Of Lakes and the City of Inverness. I-75 is only 12-15 minutes east and the Gulf of Mexico 25 minutes west.",,"Deed Restrictions",80,"County,Paved","Sewer - None,Sewer - Other",No,"Go There",,FL,2013-04-16,E,"VILLAGE GREEN CIRCLE",9516,"Village Green",178.93,,20,02,19,2011,"Cash,Conventional",No,,,Yes,No,0,No,"Fresh Water Canal",
1.67,Yes,"- Active",270X270,,"Other See Remarks",No,Utility,Homosassa,,,,,,2013-03-26,,"44 West to left on 490 to US 19 south to right on Bradshaw (just south of Yulee Drive) to left on S. Roebuck to right on Doe.  Property toward end on left.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"LENGTHY LEGAL DESCRIPTION.  See Alt Key #1898421",No,27550470348,27550470,2012-05-29,348,,19,2755,047,355726,0,Active,"Excl. Right to Sell",8900,"Acreage,Cul-de-Sac,Flat",270X270,,2013-03-26T14:34:12,,Yes,"- Active","Other See Remarks",No,1898421,6,2012-11-30T18:51:09,"At Close",34448,,"Vacant Land","Homosassa area, paved road just west of US 19.  Close to shopping, fishing, boating.  Majestic Florida hardwoods tower this property.  Don't miss out on this opportunity.  Approximately 1.6 acres at $8900.  A GREAT BUY!!",,,,"County,Paved","Sewer - Septic Private,Water - Needs Well",No,"Go There",,FL,2013-03-26,W,"Doe Lane",8404,,222.13,,17E,27,19S,2012,Cash,No,,No,No,Yes,,No,,
6,Yes,"- Active",496x527,0,"Other See Remarks",No,None,Inverness,,,,,"Old Floral City Road",2013-05-28,,"South on US 41, left on Ft. Cooper State Road, right on Old Floral City Road, right on E. Pine Garden Court.  See sign on right.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"Lengthy Legal Description - See Alt Key #3264789",No,27550470348,27550470,2012-09-27,348,,03,2755,047,358045,0,Active,"Excl. Right to Sell",89900,"Acreage,Non-Waterfront,Rectangle,Wooded",496x527,Inverness,2013-05-28T13:15:26,0,Yes,"- Active",None,No,3264789,7,2012-10-05T16:48:05,"At Close",34450,,"Vacant Land","Inverness acreage ** minutes from town. BEAUTIFUL ACREAGE to build your new home or purchase as an investment.  6 acres of privacy with easy access to amenities of Inverness and Floral City, including the Withlacoochee Trail, Tsala Apopka chain of lakes, Ft. Cooper State Park.  Minimal deed restrictions. Area of fine homes",N,"Deed Restrictions",527,Private,"Sewer - None,Water - Needs Well",No,"Go There","Other See Remarks",FL,2013-05-28,E,"Pine Garden Court",8253,Unrecorded,781.26,,20,34,19,2012,"Cash,Conventional,Other See Remarks",No,,No,Yes,No,0,No,"Other See Remarks",
.5,Yes,"- Active",100x218,0,"Electric-SECO,Other See Remarks",No,None,Inverness,"Golf Course,Tennis Court(s)",,,,Canal,2013-05-10,,"South on Old Floral City Road, Left on Sandpiper, Left on Canal, Left on Woodmere, look for sign on left.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"SEVEN LAKES 3RD ADD PB 14 PG 52 LOT 7",No,27550470348,27550470,2013-05-02,348,,03,2755,047,702889,0,Active,"Excl. Right to Sell",8900,"Flat,Rectangle",100x218,Inverness,2013-05-10T18:12:55,0,Yes,"- Active","Cable TV,Electric-SECO,Underground",No,2602619,8,2013-05-10T15:23:10,"At Close",34450,,"Vacant Land","Seven Lakes 1/2 acre building site* Nice trees, level, paved road.  Area of nice homes.  Great location for a builders model!!!Well and Septic needed * Deed restrictions *Great Buy at $8900.",,,,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There","Brighthouse Cable",FL,2013-05-10,E,Woodmere,9626,"Seven Lakes Park",158,,,,,2011,Cash,No,,No,No,No,,No,,
.22,Yes,"- Active",80x120,,"Other See Remarks",No,None,Inverness,,,,,Porter,2013-04-11,,"North on Croft, right on Porter, left on Charles.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"INVERNESS HGLDS UNIT 2 LOTS 75, 76, 77, 78, 79, 80, 81 & 82 BLK 5 DESC IN OR BK 579 PG 1684 **PLEASE NOTE**THIS LISTING IS FOR LOTS 75,76,77,78.",No,27550470348,27550470,2013-04-11,348,,08,2755,047,702234,0,Active,"Excl. Right to Sell",3500,"Rectangle,Wooded",80x120,Inverness,2013-04-16T18:29:44,,Yes,"- Active",None,No,1640458,13,2013-04-16T18:29:44,"At Close",34453,,"Vacant Land","VACANT LOT in Inverness Highlands. Good location with easy access to shopping, entertainment. This listing is for Lots 75,76,77,78 only. Adjoining Lots 79,80,81,82 for sale separately @$3500.",,"No Restrictions",80,"County,Paved","Sewer - None,Water - Other",No,"Go There,Vacant",,FL,2013-04-11,N,"Charles Avenue",213,"Inverness Highlands",38.13,,,,,2012,Cash,No,,No,No,No,,No,,
.22,Yes,"- Active",80x120,0,"Cable TV,Telephone",No,None,Inverness,,,,,Apopka,,,"SOUTH APOPKA TO RIGHT ON WINGATE TO ROPERTY ON LEFT SIDE",Yes,Yes,,None,Unverified,,No,,"Single Family Residential",,"INVERNESS HIGHLANDS WEST LOT 7 BLK 409",No,27550590216,27550590,2013-04-04,216,,06,2755,059,702176,0,Active,"Excl. Right to Sell",3700,Rectangle,80x120,Inverness,2013-04-09T16:16:27,0,Yes,"- Active",None,No,1826691,1,2013-04-09T16:16:27,"At Close",34452,,"Vacant Land","NICE LOT TO BUILD ON",S,"No Restrictions",80,County,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-04-04,E,"Wingate St.",6036,"Inverness Highlands West",65,,,,,2012,Cash,No,,No,No,No,0,No,"Other See Remarks",
.23,Yes,"- Active",95X105,0,"Cable TV,Electric-Progress Energy",No,None,"Crystal River",,,,,BASILICO,2013-04-09,,"HWY 19 TO NORTH ON CITRUS AVE TO LEFT ON BASILICO TO RIGHT ON DISCALFINA",Yes,Yes,,None,No,,No,No,"Single Family Residential",,"DE ROSA IN UNIT 4 LOT 34 BLK F",No,27550590216,27550590,2013-04-09,216,,12,2755,059,702173,0,Active,"Excl. Right to Sell",5695,Rectangle,95X105,,2013-04-09T15:59:11,0,Yes,"- Active",None,No,1041139,1,2013-04-09T15:56:05,"At Close",34428,,"Vacant Land","NICE FLAT BUILDING SITE IN DE ROSA. CLOSE TO HOSPITAL AND POWER PLANT.  MALL JUST DOWN THE STREET. GREAT ACCESS TO EVERYTHING",E,,95,Paved,"Sewer - Septic Private,Water - Needs Well",No,"Go There",,FL,2013-04-09,N,DISCALFANI,8712,"De Rosa Village",90,,17E,22,17S,2013,Cash,No,,No,No,No,,No,"Other See Remarks",
3.86,Yes,"- Active","180X760 MOL",,Telephone,No,None,Inverness,,,,,,,,"HWY 44 EAST OF INVERNESS RIGHT ON BOYS SCOUT RIGHT ON MOHICAN LEFT ON SHAWNEE",Yes,Yes,,None,Yes,,No,No,"Single Family Residential",,"LENGHTY LEGAL PARCEL ID#21E19S16 34000 0030",No,27550590216,27550590,2013-04-27,216,,02,2755,059,702652,0,Active,"Excl. Right to Sell",25000,Wooded,"180X760 MOL",,2013-04-30T20:52:48,,Yes,"- Active","Electric-SECO,Telephone",No,1879591,1,2013-04-30T20:52:48,,34450,,"Vacant Land","VACANT ACREAGE NEAR THE RIVER! GREAT PLACE TO ESCAPE TO. BUILD YOUR DREAM HOME.",,,180,Unpaved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-04-27,E,"SHAWNEE TRAIL",12994,Unrecorded,350,,,,,2012,Cash,No,,No,No,No,,No,,
2.5,Yes,"- Active",220x440,,"Cable TV,Electric-Progress Energy,Telephone",No,None,"Crystal River",None,,,,,,,"Hwy 19 north to *Right on Cornflower to *Left on Campion to *Left on Fig Tree - lot on the right.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"LOT 7: COM AT NW COR OF SE1/4 OF SW1/4 SEC 7-17-17, TH S 1 DEG 14M 35S W AL W LN OF SE1/4 OF SW1/4 411.22 FT, TH E 441.72 FT TO POB, TH CONT E 220.86",No,27551150752,27551150,2012-12-21,752,,12,2755,115,700100,0,Active,"Excl. Right to Sell",15000,"Acreage,Rectangle,Room for Pool",220x440,"Crystal River",2013-01-07T17:14:16,,Yes,"- Active",None,No,3405471,6,2013-01-07T17:14:16,"At Close",34428,,"Vacant Land","A very nice 2.5 area parcel located in the northern area of Crystal Manor. It is priced to sell.",N,,220,Paved,"Sewer - None,Water - Needs Well",No,"Go There","Brighthouse Cable,Horses Allowed,Pets Allowed,Progress Energy,Small Pets Allowed,Title Insurance",FL,2012-12-21,W,"Fig Tree Lane",11644,"Crystal Manor",224.74,,,,,2012,Cash,No,,,No,No,0,No,,
